,unique_id,Answer,AverageExpertise_x,AverageExpertise_y,AvergeConfidence,CodeQuestion,Confidence,DelID,GuruID,ID,IRTExpertise,Normalized_IRT,Normalized_IRT_1,ProbaDel,Unnamed: 0,Unnamed: 0.1,Weight,CodeExclu,ExpNum,Proba,country,gender,gender_,unique_id_q
115,E13_39,0.4479166666666667,0.4479166666666667,0.4479166666666667,,,,15.714285714285714,25.166666666666668,39.0,-0.13464957532897867,0.5479565472140271,0.959130944280541,0.5833333333333334,2414.0,41.0,0.4166666666666667,,E13,,france,female,,
116,E13_4,0.6145833333333334,0.6145833333333334,0.6145833333333334,,,,19.0,8.5,4.0,0.24949284385218598,0.6515839812306328,3.031679624612655,0.16666666666666666,2379.0,6.0,1.4166666666666667,,E13,,france,male,,
117,E13_40,0.5,0.5,0.5,,,,20.0,34.833333333333336,40.0,-0.04521022151212348,0.5720839808775636,1.441679617551273,0.5,2415.0,42.0,1.0,,E13,,mexico ,female,,
118,E13_41,0.6041666666666666,0.6041666666666666,0.6041666666666666,,,,7.454545454545454,14.75,41.0,0.271848655815575,0.6576147534480358,3.1522950689607145,0.9166666666666666,2416.0,43.0,0.16666666666666666,,E13,,france,male,,
119,E13_42,0.65625,0.65625,0.65625,,,,23.857142857142858,32.083333333333336,42.0,0.34717853393182824,0.6779359717883864,3.5587194357677276,0.5833333333333334,2417.0,44.0,0.5,,E13,,benin,male,,
120,E13_43,0.5104166666666666,0.5104166666666666,0.5104166666666666,,,,29.875,34.0,43.0,0.032711438165360845,0.5931043661396368,1.862087322792737,0.6666666666666666,2418.0,45.0,0.5,,E13,,france,female,,
121,E13_44,0.5833333333333334,0.5833333333333334,0.5833333333333334,,,,21.5,40.166666666666664,44.0,0.24399260167996473,0.6501002190780639,3.00200438156128,0.3333333333333333,2419.0,46.0,0.75,,E13,,,female,,
122,E13_45,0.65625,0.65625,0.65625,,,,33.6,39.75,45.0,0.48007253387009974,0.7137858637090996,4.275717274181991,0.4166666666666667,2420.0,47.0,0.9166666666666666,,E13,,italy,female,,
123,E13_46,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,20.714285714285715,30.5,46.0,0.4304968840851213,0.7004121847806593,4.008243695613186,0.5833333333333334,2421.0,48.0,1.25,,E13,,france ,female,,
124,E13_47,0.6770833333333334,0.6770833333333334,0.6770833333333334,,,,11.4,32.166666666666664,47.0,0.4763495914412961,0.7127815513717356,4.255631027434712,0.4166666666666667,2422.0,49.0,0.9166666666666666,,E13,,france,male,,
125,E13_48,0.4895833333333333,0.4895833333333333,0.4895833333333333,,,,35.0,44.75,48.0,0.08345542841383673,0.6067932201652405,2.13586440330481,0.16666666666666666,2423.0,50.0,0.8333333333333334,,E13,,,male,,
126,E13_49,0.46875,0.46875,0.46875,,,,21.5,44.416666666666664,49.0,-0.1152667137422253,0.5531853272441414,1.0637065448828282,0.16666666666666666,2424.0,51.0,0.9166666666666666,,E13,,tunisia,female,,
