,ExpNum,ID,CodeExclu,Answer,AverageExpertise_x,AvergeConfidence,Confidence,DelID,GuruID,ProbaDel,Unnamed: 0,Unnamed: 0.1,Weight,CodeQuestion,Proba,country,gender,gender_,unique_id,unique_id_q,AverageExpertise_y,IRTExpertise,Normalized_IRT,Normalized_IRT_1
151,E11,15,K,0.75,0.75,,,16.0,0.0,1.0,109.5,17.0,0.0,,,france ,female,,E11_15,E11_15_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
152,E11,15,PC,1.0,1.0,,,11.0,3.0,1.0,541.5,17.0,0.0,,,france ,female,,E11_15,E11_15_PC,1.0,1.2486381505313697,0.9211164753550802,8.422329507101605
153,E11,15,PE9,0.625,0.625,,,,15.0,0.0,757.5,17.0,1.0,,,france ,female,,E11_15,E11_15_PE9,0.625,0.2545476469573914,0.6529475803779701,3.0589516075594005
155,E11,15,T,0.5,0.5,,,25.0,17.0,1.0,325.5,17.0,0.0,,,france ,female,,E11_15,E11_15_T,0.5,0.08265545390769863,0.6065774165954952,2.1315483319099044
156,E11,16,K,0.75,0.75,,,0.0,0.0,1.0,110.5,18.0,0.0,,,france,female,,E11_16,E11_16_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
157,E11,16,PC,0.625,0.625,,,3.0,3.0,1.0,542.5,18.0,0.0,,,france,female,,E11_16,E11_16_PC,0.625,0.2873222791430293,0.6617889654077082,3.2357793081541626
158,E11,16,PE9,0.75,0.75,,,,16.0,0.0,758.5,18.0,1.0,,,france,female,,E11_16,E11_16_PE9,0.75,0.6354463832554227,0.7556999885782154,5.113999771564307
160,E11,16,T,0.5,0.5,,,,16.0,0.0,326.5,18.0,4.0,,,france,female,,E11_16,E11_16_T,0.5,-0.03224348909226886,0.5755819262779015,1.5116385255580305
161,E11,17,K,1.0,1.0,,,,17.0,0.0,111.5,19.0,2.0,,,france/morocco,female,,E11_17,E11_17_K,1.0,1.3660109911732419,0.9527793318677348,9.055586637354693
162,E11,17,PC,0.5,0.5,,,3.0,3.0,1.0,543.5,19.0,0.0,,,france/morocco,female,,E11_17,E11_17_PC,0.5,0.12364708551801724,0.6176354445242671,2.352708890485342
163,E11,17,PE9,0.75,0.75,,,24.0,24.0,1.0,759.5,19.0,0.0,,,france/morocco,female,,E11_17,E11_17_PE9,0.75,0.7914303849851325,0.7977787100100925,5.95557420020185
165,E11,17,T,0.875,0.875,,,,17.0,0.0,327.5,19.0,5.0,,,france/morocco,female,,E11_17,E11_17_T,0.875,0.9480782087995512,0.8400365061180457,6.800730122360914
166,E11,18,K,0.75,0.75,,,,18.0,0.0,112.5,20.0,1.0,,,france ,male,,E11_18,E11_18_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
167,E11,18,PC,0.875,0.875,,,20.0,20.0,1.0,544.5,20.0,0.0,,,france ,male,,E11_18,E11_18_PC,0.875,1.049429228523322,0.8673772672121428,7.347545344242857
168,E11,18,PE9,0.5,0.5,,,,18.0,0.0,760.5,20.0,1.0,,,france ,male,,E11_18,E11_18_PE9,0.5,-0.08944947877387277,0.560149863519195,1.2029972703839018
170,E11,18,T,0.375,0.375,,,,18.0,0.0,328.5,20.0,1.0,,,france ,male,,E11_18,E11_18_T,0.375,-0.480595585263281,0.4546330933913757,-0.9073381321724874
171,E11,19,K,0.75,0.75,,,,19.0,0.0,113.5,21.0,1.0,,,france ,male,,E11_19,E11_19_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
172,E11,19,PC,0.625,0.625,,,3.0,3.0,1.0,545.5,21.0,0.0,,,france ,male,,E11_19,E11_19_PC,0.625,0.3125155893524289,0.6685851898313202,3.371703796626404
173,E11,19,PE9,0.625,0.625,,,7.0,7.0,1.0,761.5,21.0,0.0,,,france ,male,,E11_19,E11_19_PE9,0.625,0.41376241975390843,0.6958978444951408,3.9179568899028148
175,E11,19,T,0.75,0.75,,,,19.0,0.0,329.5,21.0,1.0,,,france ,male,,E11_19,E11_19_T,0.75,0.8069387353177425,0.8019622900328991,6.03924580065798
176,E11,20,K,0.625,0.625,,,,20.0,0.0,114.5,22.0,1.0,,,france,male,,E11_20,E11_20_K,0.625,0.41535144002890906,0.6963265034650346,3.926530069300691
177,E11,20,PC,0.875,0.875,,,,20.0,0.0,546.5,22.0,2.0,,,france,male,,E11_20,E11_20_PC,0.875,1.049429228523322,0.8673772672121428,7.347545344242857
178,E11,20,PE9,0.5,0.5,,,0.0,0.0,1.0,762.5,22.0,0.0,,,france,male,,E11_20,E11_20_PE9,0.5,-0.07125551788395895,0.5650579220607097,1.301158441214195
180,E11,20,T,0.5,0.5,,,15.0,17.0,1.0,330.5,22.0,0.0,,,france,male,,E11_20,E11_20_T,0.5,0.19452481798863624,0.6367556384369883,2.735112768739768
181,E11,21,K,0.75,0.75,,,17.0,17.0,1.0,115.5,23.0,0.0,,,france,female,,E11_21,E11_21_K,0.75,0.6279452496505701,0.7536764598324351,5.0735291966487015
182,E11,21,PC,0.625,0.625,,,3.0,3.0,1.0,547.5,23.0,0.0,,,france,female,,E11_21,E11_21_PC,0.625,0.6285744560369672,0.7538461964718518,5.0769239294370365
183,E11,21,PE9,0.375,0.375,,,,21.0,0.0,763.5,23.0,1.0,,,france,female,,E11_21,E11_21_PE9,0.375,-0.3801984223648998,0.48171653915059,-0.3656692169882021
185,E11,21,T,0.5,0.5,,,6.0,6.0,1.0,331.5,23.0,0.0,,,france,female,,E11_21,E11_21_T,0.5,0.07856417420937808,0.6054737404696332,2.109474809392662
186,E11,22,K,0.625,0.625,,,10.0,0.0,1.0,116.5,24.0,0.0,,,france,male,,E11_22,E11_22_K,0.625,0.5135171037621442,0.7228079731837291,4.456159463674583
187,E11,22,PC,0.375,0.375,,,3.0,3.0,1.0,548.5,24.0,0.0,,,france,male,,E11_22,E11_22_PC,0.375,-0.15648990180775205,0.5420648339377254,0.8412966787545084
188,E11,22,PE9,0.375,0.375,,,24.0,24.0,1.0,764.5,24.0,0.0,,,france,male,,E11_22,E11_22_PE9,0.375,-0.26432248169405714,0.5129755873483284,0.25951174696656665
190,E11,22,T,0.375,0.375,,,8.0,8.0,1.0,332.5,24.0,0.0,,,france,male,,E11_22,E11_22_T,0.375,-0.36700815693524436,0.4852747854993966,-0.29450429001206935
191,E11,23,K,0.625,0.625,,,16.0,0.0,1.0,117.5,25.0,0.0,,,france,female,,E11_23,E11_23_K,0.625,0.41535144002890906,0.6963265034650346,3.926530069300691
192,E11,23,PC,0.375,0.375,,,,23.0,0.0,549.5,25.0,2.0,,,france,female,,E11_23,E11_23_PC,0.375,-0.15826285161645054,0.5415865575742161,0.8317311514843215
193,E11,23,PE9,0.375,0.375,,,12.0,12.0,1.0,765.5,25.0,0.0,,,france,female,,E11_23,E11_23_PE9,0.375,-0.3289824002101652,0.49553272994708136,-0.08934540105837385
195,E11,23,T,0.5,0.5,,,0.0,16.0,1.0,333.5,25.0,0.0,,,france,female,,E11_23,E11_23_T,0.5,-0.20787042061881741,0.5282042680200584,0.5640853604011671
196,E11,24,K,0.5,0.5,,,15.0,0.0,1.0,118.5,26.0,0.0,,,,,,E11_24,E11_24_K,0.5,0.11281372891515926,0.6147130051099114,2.294260102198228
197,E11,24,PC,0.875,0.875,,,,24.0,0.0,550.5,26.0,1.0,,,,,,E11_24,E11_24_PC,0.875,1.049429228523322,0.8673772672121428,7.347545344242857
198,E11,24,PE9,0.25,0.25,,,,24.0,0.0,766.5,26.0,3.0,,,,,,E11_24,E11_24_PE9,0.25,-0.7179345231981321,0.3906078155195874,-2.1878436896082523
200,E11,24,T,0.75,0.75,,,,24.0,0.0,334.5,26.0,1.0,,,,,,E11_24,E11_24_T,0.75,0.739302444250818,0.7837165172681887,5.674330345363773
201,E11,25,K,0.875,0.875,,,,25.0,0.0,119.5,27.0,1.0,,,france,female,,E11_25,E11_25_K,0.875,1.0914576055481928,0.8787149707551506,7.57429941510301
202,E11,25,PC,0.625,0.625,,,5.0,5.0,1.0,551.5,27.0,0.0,,,france,female,,E11_25,E11_25_PC,0.625,0.25031062762119255,0.6518045890816042,3.0360917816320825
203,E11,25,PE9,0.625,0.625,,,0.0,0.0,1.0,767.5,27.0,0.0,,,france,female,,E11_25,E11_25_PE9,0.625,0.29661296614410315,0.664295249551555,3.2859049910310993
205,E11,25,T,0.5,0.5,,,17.0,17.0,1.0,335.5,27.0,0.0,,,france,female,,E11_25,E11_25_T,0.5,-0.052023391562767744,0.5702460392845157,1.4049207856903134
206,E11,26,K,0.75,0.75,,,,26.0,0.0,120.5,28.0,1.0,,,,,,E11_26,E11_26_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
207,E11,26,PE9,0.5,0.5,,,,26.0,0.0,768.5,28.0,1.0,,,,,,E11_26,E11_26_PE9,0.5,0.035780735541561505,0.593932349188235,1.8786469837646997
208,E12,0,K,0.875,0.875,,,,0.0,0.0,126.0,2.0,1.0,,0.4,france,male,,E12_0,E12_0_K,0.875,1.0914576055481928,0.8787149707551506,7.57429941510301
209,E12,0,PC,0.75,0.75,,,,0.0,0.0,702.0,2.0,1.0,,0.6,france,male,,E12_0,E12_0_PC,0.75,0.7726199756319502,0.7927043564455283,5.854087128910564
210,E12,0,PE12,0.75,0.75,,,,0.0,0.0,414.0,2.0,1.0,,0.6,france,male,,E12_0,E12_0_PE12,0.75,0.2184629679457842,0.6432132669916575,2.8642653398331497
211,E12,0,T,0.375,0.375,,,22.0,22.0,1.0,990.0,2.0,0.0,,0.8,france,male,,E12_0,E12_0_T,0.375,-0.36700815693524436,0.4852747854993966,-0.29450429001206935
212,E12,1,K,0.875,0.875,,,,1.0,0.0,127.0,3.0,1.0,,0.6,usa,male,,E12_1,E12_1_K,0.875,1.044988308230542,0.8661792709700356,7.3235854194007075
213,E12,1,PC,0.5,0.5,,,,1.0,0.0,703.0,3.0,14.0,,0.4,usa,male,,E12_1,E12_1_PC,0.5,0.04544699429752382,0.596539948717483,1.930798974349658
214,E12,1,PE12,0.625,0.625,,,29.0,29.0,1.0,415.0,3.0,0.0,,1.0,usa,male,,E12_1,E12_1_PE12,0.625,0.35194286171027994,0.6792212114230701,3.584424228461403
215,E12,1,T,0.875,0.875,,,,1.0,0.0,991.0,3.0,6.0,,0.4,usa,male,,E12_1,E12_1_T,0.875,1.1546793124055599,0.8957698517801207,7.915397035602414
216,E12,2,K,0.75,0.75,,,,2.0,0.0,128.0,4.0,1.0,,0.6,germany,male,,E12_2,E12_2_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
217,E12,2,PC,0.875,0.875,,,26.0,26.0,1.0,704.0,4.0,0.0,,0.8,germany,male,,E12_2,E12_2_PC,0.875,1.0862566326905347,0.8773119404082861,7.546238808165718
218,E12,2,PE12,0.5,0.5,,,15.0,29.0,1.0,416.0,4.0,0.0,,1.0,germany,male,,E12_2,E12_2_PE12,0.5,0.207341793696192,0.6402131850085394,2.8042637001707877
219,E12,2,T,1.0,1.0,,,22.0,22.0,1.0,992.0,4.0,0.0,,1.0,germany,male,,E12_2,E12_2_T,1.0,1.3877443651712016,0.9586421933156646,9.17284386631329
220,E12,3,K,0.875,0.875,,,,3.0,0.0,129.0,5.0,1.0,,0.8,united states,male,,E12_3,E12_3_K,0.875,1.0914576055481928,0.8787149707551506,7.57429941510301
221,E12,3,PC,0.75,0.75,,,,3.0,0.0,705.0,5.0,3.0,,0.8,united states,male,,E12_3,E12_3_PC,0.75,0.726133741722889,0.7801640877937087,5.603281755874173
222,E12,3,PE12,0.75,0.75,,,,3.0,0.0,417.0,5.0,2.0,,1.0,united states,male,,E12_3,E12_3_PE12,0.75,0.7813103186640343,0.7950486899639629,5.900973799279257
223,E12,3,T,0.625,0.625,,,,3.0,0.0,993.0,5.0,2.0,,0.6,united states,male,,E12_3,E12_3_T,0.625,0.48785922058771664,0.7158864241360313,4.317728482720627
224,E12,4,K,0.75,0.75,,,,4.0,0.0,130.0,6.0,1.0,,0.4,italy,male,,E12_4,E12_4_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
225,E12,4,PC,0.625,0.625,,,,4.0,0.0,706.0,6.0,4.0,,0.4,italy,male,,E12_4,E12_4_PC,0.625,0.58347354608439,0.7416796370479747,4.833592740959492
226,E12,4,PE12,0.25,0.25,,,16.0,29.0,1.0,418.0,6.0,0.0,,1.0,italy,male,,E12_4,E12_4_PE12,0.25,-0.6631003874472536,0.4054000397068931,-1.8919992058621382
227,E12,4,T,0.875,0.875,,,25.0,25.0,1.0,994.0,6.0,0.0,,0.8,italy,male,,E12_4,E12_4_T,0.875,1.0795535653165185,0.8755037004500685,7.510074009001372
228,E12,5,K,0.875,0.875,,,,5.0,0.0,131.0,7.0,5.0,,0.4,france,prefer to self-describe,80% male,E12_5,E12_5_K,0.875,1.0914576055481928,0.8787149707551506,7.57429941510301
229,E12,5,PC,0.5,0.5,,,,5.0,0.0,707.0,7.0,1.0,,0.6,france,prefer to self-describe,80% male,E12_5,E12_5_PC,0.5,0.04544699429752382,0.596539948717483,1.930798974349658
230,E12,5,PE12,0.75,0.75,,,29.0,29.0,1.0,419.0,7.0,0.0,,0.6,france,prefer to self-describe,80% male,E12_5,E12_5_PE12,0.75,0.12868454524286488,0.6189943650682693,2.3798873013653843
231,E12,5,T,0.625,0.625,,,22.0,22.0,1.0,995.0,7.0,0.0,,0.8,france,prefer to self-describe,80% male,E12_5,E12_5_T,0.625,0.3716298265063058,0.6845320272651114,3.6906405453022284
232,E12,6,K,0.75,0.75,,,,6.0,0.0,132.0,8.0,1.0,,0.6,usa,male,,E12_6,E12_6_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
233,E12,6,PC,0.875,0.875,,,1.0,1.0,1.0,708.0,8.0,0.0,,0.2,usa,male,,E12_6,E12_6_PC,0.875,1.049429228523322,0.8673772672121428,7.347545344242857
234,E12,6,PE12,0.25,0.25,,,1.0,29.0,1.0,420.0,8.0,0.0,,0.2,usa,male,,E12_6,E12_6_PE12,0.25,-0.9232259986173391,0.33522775916308645,-3.2954448167382706
235,E12,6,T,0.75,0.75,,,,6.0,0.0,996.0,8.0,2.0,,0.4,usa,male,,E12_6,E12_6_T,0.75,0.6775649192854597,0.7670620136902357,5.341240273804715
236,E12,7,K,0.625,0.625,,,,7.0,0.0,133.0,9.0,1.0,,0.6,,male,,E12_7,E12_7_K,0.625,0.41535144002890906,0.6963265034650346,3.926530069300691
237,E12,7,PC,0.625,0.625,,,14.0,1.0,1.0,709.0,9.0,0.0,,,,male,,E12_7,E12_7_PC,0.625,0.3674913803428905,0.6834156273693521,3.6683125473870426
238,E12,7,PE12,0.75,0.75,,,,7.0,0.0,421.0,9.0,1.0,,0.8,,male,,E12_7,E12_7_PE12,0.75,0.7813103186640346,0.795048689963963,5.90097379927926
239,E12,7,T,0.625,0.625,,,9.0,9.0,1.0,997.0,9.0,0.0,,0.8,,male,,E12_7,E12_7_T,0.625,0.43310776164668463,0.7011165030978423,4.022330061956845
240,E12,8,K,0.5,0.5,,,,8.0,0.0,134.0,10.0,1.0,,0.6,germany,female,,E12_8,E12_8_K,0.5,0.010626938212018296,0.5871467838799554,1.7429356775991085
241,E12,8,PC,0.625,0.625,,,,8.0,0.0,710.0,10.0,1.0,,0.8,germany,female,,E12_8,E12_8_PC,0.625,0.4682282919907551,0.7105907247904536,4.211814495809071
242,E12,8,PE12,0.75,0.75,,,15.0,29.0,1.0,422.0,10.0,0.0,,1.0,germany,female,,E12_8,E12_8_PE12,0.75,0.8131623256875763,0.8036411848078399,6.072823696156796
243,E12,8,T,0.625,0.625,,,22.0,22.0,1.0,998.0,10.0,0.0,,0.8,germany,female,,E12_8,E12_8_T,0.625,0.3716298265063058,0.6845320272651114,3.6906405453022284
244,E12,9,K,0.75,0.75,,,,9.0,0.0,135.0,11.0,2.0,,0.6,united kingdom,female,,E12_9,E12_9_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
245,E12,9,PC,0.75,0.75,,,15.0,1.0,1.0,711.0,11.0,0.0,,0.8,united kingdom,female,,E12_9,E12_9_PC,0.75,0.5997886923787736,0.7460808608172642,4.9216172163452825
246,E12,9,PE12,0.375,0.375,,,29.0,29.0,1.0,423.0,11.0,0.0,,1.0,united kingdom,female,,E12_9,E12_9_PE12,0.375,-0.4358581442128225,0.4667016023324354,-0.6659679533512932
247,E12,9,T,1.0,1.0,,,,9.0,0.0,999.0,11.0,2.0,,0.4,united kingdom,female,,E12_9,E12_9_T,1.0,1.3877443651712016,0.9586421933156646,9.17284386631329
248,E12,10,K,0.875,0.875,,,22.0,22.0,1.0,136.0,12.0,0.0,,0.6,finland,female,,E12_10,E12_10_K,0.875,0.9239986494920731,0.8335407305444873,6.670814610889746
249,E12,10,PC,0.375,0.375,,,22.0,1.0,1.0,712.0,12.0,0.0,,0.4,finland,female,,E12_10,E12_10_PC,0.375,-0.32963022164960887,0.4953579716540151,-0.09284056691969944
250,E12,10,PE12,0.625,0.625,,,22.0,29.0,1.0,424.0,12.0,0.0,,1.0,finland,female,,E12_10,E12_10_PE12,0.625,-0.600920771985628,0.42217380296938956,-1.556523940612209
251,E12,10,T,0.625,0.625,,,,10.0,0.0,1000.0,12.0,1.0,,0.8,finland,female,,E12_10,E12_10_T,0.625,0.3716298265063058,0.6845320272651114,3.6906405453022284
252,E12,11,K,0.75,0.75,,,,11.0,0.0,137.0,13.0,1.0,,0.6,germany,male,,E12_11,E12_11_K,0.75,0.6413063610243137,0.7572807941057041,5.1456158821140825
253,E12,11,PC,0.75,0.75,,,,11.0,0.0,713.0,13.0,1.0,,0.6,germany,male,,E12_11,E12_11_PC,0.75,0.726133741722889,0.7801640877937087,5.603281755874173
254,E12,11,PE12,0.625,0.625,,,29.0,29.0,1.0,425.0,13.0,0.0,,0.8,germany,male,,E12_11,E12_11_PE12,0.625,0.7252990994545889,0.7799389321424007,5.598778642848014
255,E12,11,T,0.625,0.625,,,22.0,22.0,1.0,1001.0,13.0,0.0,,0.8,germany,male,,E12_11,E12_11_T,0.625,0.25203011836626327,0.6522684441645883,3.045368883291765
256,E12,12,K,0.875,0.875,,,,12.0,0.0,138.0,14.0,1.0,,0.8,,female,,E12_12,E12_12_K,0.875,1.0914576055481928,0.8787149707551506,7.57429941510301
257,E12,12,PC,1.0,1.0,,,,12.0,0.0,714.0,14.0,1.0,,0.6,,female,,E12_12,E12_12_PC,1.0,1.2486381505313697,0.9211164753550802,8.422329507101605
258,E12,12,PE12,0.625,0.625,,,,12.0,0.0,426.0,14.0,1.0,,0.8,,female,,E12_12,E12_12_PE12,0.625,0.35194286171027994,0.6792212114230701,3.584424228461403
259,E12,12,T,0.75,0.75,,,1.0,1.0,1.0,1002.0,14.0,0.0,,0.6,,female,,E12_12,E12_12_T,0.75,0.739302444250818,0.7837165172681887,5.674330345363773
260,E12,13,K,0.625,0.625,,,5.0,5.0,1.0,139.0,15.0,0.0,,0.4,germany,female,,E12_13,E12_13_K,0.625,0.26011043633956804,0.6544482154572164,3.088964309144327
261,E12,13,PC,0.75,0.75,,,15.0,1.0,1.0,715.0,15.0,0.0,,0.6,germany,female,,E12_13,E12_13_PC,0.75,0.8956264648016988,0.8258869632173177,6.517739264346353
262,E12,13,PE12,0.625,0.625,,,29.0,29.0,1.0,427.0,15.0,0.0,,0.4,germany,female,,E12_13,E12_13_PE12,0.625,0.29149871392036286,0.662915613228158,3.258312264563159
263,E12,13,T,0.625,0.625,,,1.0,1.0,1.0,1003.0,15.0,0.0,,0.4,germany,female,,E12_13,E12_13_T,0.625,0.2562342439094615,0.6534025619307385,3.0680512386147694
264,E12,14,K,0.875,0.875,,,,14.0,0.0,140.0,16.0,1.0,,0.6,israel,male,,E12_14,E12_14_K,0.875,1.0914576055481928,0.8787149707551506,7.57429941510301
265,E12,14,PC,0.875,0.875,,,32.0,1.0,1.0,716.0,16.0,0.0,,0.8,israel,male,,E12_14,E12_14_PC,0.875,0.9067070586504825,0.8288760981073859,6.577521962147717
266,E12,14,PE12,0.25,0.25,,,15.0,29.0,1.0,428.0,16.0,0.0,,1.0,israel,male,,E12_14,E12_14_PE12,0.25,-0.7824201803698271,0.3732119673916414,-2.5357606521671716
267,E12,14,T,0.875,0.875,,,1.0,1.0,1.0,1004.0,16.0,0.0,,0.6,israel,male,,E12_14,E12_14_T,0.875,1.014987994146195,0.8580862944774109,7.161725889548219
268,E12,15,K,0.625,0.625,,,5.0,5.0,1.0,141.0,17.0,0.0,,0.8,germany,male,,E12_15,E12_15_K,0.625,0.36345041999365596,0.6823255255450168,3.6465105109003346
269,E12,15,PC,0.625,0.625,,,1.0,1.0,1.0,717.0,17.0,0.0,,0.6,germany,male,,E12_15,E12_15_PC,0.625,0.5817449605221806,0.7412133285192999,4.824266570385998
270,E12,15,PE12,0.5,0.5,,,29.0,29.0,1.0,429.0,17.0,0.0,,1.0,germany,male,,E12_15,E12_15_PE12,0.5,0.301632047969212,0.6656492124171091,3.3129842483421807
271,E12,15,T,0.625,0.625,,,22.0,22.0,1.0,1005.0,17.0,0.0,,1.0,germany,male,,E12_15,E12_15_T,0.625,0.3089048321894075,0.667611140934407,3.352222818688139
272,E12,16,K,0.75,0.75,,,,16.0,0.0,142.0,18.0,1.0,,0.6,germany,male,,E12_16,E12_16_K,0.75,0.6828126680107343,0.7684776624382269,5.369553248764538
273,E12,16,PC,0.75,0.75,,,,16.0,0.0,718.0,18.0,1.0,,0.8,germany,male,,E12_16,E12_16_PC,0.75,0.5997886923787736,0.7460808608172642,4.9216172163452825
274,E12,16,PE12,0.375,0.375,,,29.0,29.0,1.0,430.0,18.0,0.0,,0.8,germany,male,,E12_16,E12_16_PE12,0.375,-0.49530005682009437,0.4506663701660396,-0.9866725966792078
275,E12,16,T,1.0,1.0,,,22.0,22.0,1.0,1006.0,18.0,0.0,,0.8,germany,male,,E12_16,E12_16_T,1.0,1.3877443651712016,0.9586421933156646,9.17284386631329
276,E12,17,K,0.75,0.75,,,,17.0,0.0,143.0,19.0,1.0,,0.6,south africa,male,,E12_17,E12_17_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
277,E12,17,PC,0.75,0.75,,,3.0,3.0,1.0,719.0,19.0,0.0,,0.4,south africa,male,,E12_17,E12_17_PC,0.75,0.5997886923787736,0.7460808608172642,4.9216172163452825
278,E12,17,PE12,0.75,0.75,,,,17.0,0.0,431.0,19.0,1.0,,0.8,south africa,male,,E12_17,E12_17_PE12,0.75,0.8131623256875763,0.8036411848078399,6.072823696156796
279,E12,17,T,0.625,0.625,,,,17.0,0.0,1007.0,19.0,2.0,,0.4,south africa,male,,E12_17,E12_17_T,0.625,0.4878592205877166,0.7158864241360312,4.317728482720623
280,E12,18,K,0.875,0.875,,,22.0,22.0,1.0,144.0,20.0,0.0,,0.6,austria,male,,E12_18,E12_18_K,0.875,0.9239986494920731,0.8335407305444873,6.670814610889746
281,E12,18,PC,0.625,0.625,,,,18.0,0.0,720.0,20.0,1.0,,0.8,austria,male,,E12_18,E12_18_PC,0.625,0.58347354608439,0.7416796370479747,4.833592740959492
282,E12,18,PE12,0.75,0.75,,,29.0,29.0,1.0,432.0,20.0,0.0,,0.6,austria,male,,E12_18,E12_18_PE12,0.75,0.7813103186640343,0.7950486899639629,5.900973799279257
283,E12,18,T,0.625,0.625,,,1.0,1.0,1.0,1008.0,20.0,0.0,,0.8,austria,male,,E12_18,E12_18_T,0.625,0.191194438884642,0.6358572251829012,2.717144503658023
284,E12,19,K,0.75,0.75,,,,19.0,0.0,145.0,21.0,1.0,,0.4,italy,male,,E12_19,E12_19_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
285,E12,19,PC,0.5,0.5,,,4.0,4.0,1.0,721.0,21.0,0.0,,0.6,italy,male,,E12_19,E12_19_PC,0.5,0.08727083838609272,0.6078224768299666,2.1564495365993306
286,E12,19,PE12,0.625,0.625,,,18.0,29.0,1.0,433.0,21.0,0.0,,0.6,italy,male,,E12_19,E12_19_PE12,0.625,0.6942627460164512,0.7715664705046511,5.431329410093021
287,E12,19,T,1.0,1.0,,,1.0,1.0,1.0,1009.0,21.0,0.0,,0.8,italy,male,,E12_19,E12_19_T,1.0,1.3877443651712016,0.9586421933156646,9.17284386631329
288,E12,20,K,0.75,0.75,,,9.0,9.0,1.0,146.0,22.0,0.0,,0.4,germany,male,,E12_20,E12_20_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
289,E12,20,PC,0.75,0.75,,,3.0,3.0,1.0,722.0,22.0,0.0,,0.6,germany,male,,E12_20,E12_20_PC,0.75,0.726133741722889,0.7801640877937087,5.603281755874173
290,E12,20,PE12,0.5,0.5,,,3.0,3.0,1.0,434.0,22.0,0.0,,0.6,germany,male,,E12_20,E12_20_PE12,0.5,0.26790004442059945,0.6565495639600789,3.1309912792015773
291,E12,20,T,0.75,0.75,,,,20.0,0.0,1010.0,22.0,1.0,,0.6,germany,male,,E12_20,E12_20_T,0.75,0.7440258359214842,0.7849907138532207,5.699814277064412
292,E12,21,K,0.875,0.875,,,,21.0,0.0,147.0,23.0,1.0,,0.6,austria,male,,E12_21,E12_21_K,0.875,1.0914576055481928,0.8787149707551506,7.57429941510301
293,E12,21,PC,0.75,0.75,,,4.0,4.0,1.0,723.0,23.0,0.0,,0.6,austria,male,,E12_21,E12_21_PC,0.75,0.7726199756319502,0.7927043564455283,5.854087128910564
294,E12,21,PE12,0.5,0.5,,,18.0,29.0,1.0,435.0,23.0,0.0,,0.6,austria,male,,E12_21,E12_21_PE12,0.5,0.33181939386089554,0.6737926431821754,3.4758528636435067
295,E12,21,T,0.75,0.75,,,22.0,22.0,1.0,1011.0,23.0,0.0,,1.0,austria,male,,E12_21,E12_21_T,0.75,0.8674857952325548,0.8182956501174116,6.365913002348229
296,E12,22,K,0.875,0.875,,,,22.0,0.0,148.0,24.0,3.0,,1.0,usa,male,,E12_22,E12_22_K,0.875,1.0914576055481928,0.8787149707551506,7.57429941510301
297,E12,22,PC,0.875,0.875,,,15.0,1.0,1.0,724.0,24.0,0.0,,0.6,usa,male,,E12_22,E12_22_PC,0.875,0.9571650019640229,0.8424877872368585,6.849755744737166
298,E12,22,PE12,0.75,0.75,,,15.0,29.0,1.0,436.0,24.0,0.0,,0.4,usa,male,,E12_22,E12_22_PE12,0.75,0.7813103186640343,0.7950486899639629,5.900973799279257
299,E12,22,T,0.875,0.875,,,,22.0,0.0,1012.0,24.0,10.0,,0.4,usa,male,,E12_22,E12_22_T,0.875,1.1546793124055599,0.8957698517801207,7.915397035602414
300,E12,23,K,0.75,0.75,,,,23.0,0.0,149.0,25.0,1.0,,0.6,germany,female,,E12_23,E12_23_K,0.75,0.7445251404744735,0.7851254077767122,5.702508155534245
301,E12,23,PC,0.5,0.5,,,15.0,1.0,1.0,725.0,25.0,0.0,,0.4,germany,female,,E12_23,E12_23_PC,0.5,0.29313719689590134,0.6633576154074458,3.2671523081489138
302,E12,23,PE12,0.5,0.5,,,30.0,29.0,1.0,437.0,25.0,0.0,,0.8,germany,female,,E12_23,E12_23_PE12,0.5,0.17706685210538248,0.6320461241597385,2.6409224831947693
303,E12,23,T,0.875,0.875,,,,23.0,0.0,1013.0,25.0,1.0,,0.6,germany,female,,E12_23,E12_23_T,0.875,1.014987994146195,0.8580862944774109,7.161725889548219
304,E12,24,K,0.75,0.75,,,,24.0,0.0,150.0,26.0,2.0,,0.4,germany,male,,E12_24,E12_24_K,0.75,0.7958335188673729,0.7989665128745113,5.979330257490226
305,E12,24,PC,0.875,0.875,,,1.0,1.0,1.0,726.0,26.0,0.0,,0.6,germany,male,,E12_24,E12_24_PC,0.875,1.049429228523322,0.8673772672121428,7.347545344242857
