,pj,Weight,ExpNum,CodeExclu,pi
98,0.6038426006085206,0.28985507246376807,E9,PE9,0.6038426006085206
99,0.7462065729800312,0.16908212560386474,E9,PE9,0.6038426006085206
100,0.883915476054874,0.2028985507246377,E9,PE9,0.6038426006085206
101,0.6038426006085206,1.0,E9,K,0.6038426006085206
102,0.7462065729800312,-0.0,E9,K,0.6038426006085206
103,0.883915476054874,-0.0,E9,K,0.6038426006085206
104,0.6038426006085206,1.0,E9,T,0.6038426006085206
105,0.7462065729800312,-0.0,E9,T,0.6038426006085206
106,0.883915476054874,-0.0,E9,T,0.6038426006085206
107,0.6038426006085206,0.12195121951219516,E9,PC,0.6038426006085206
108,0.7462065729800312,0.32926829268292684,E9,PC,0.6038426006085206
109,0.883915476054874,0.548780487804878,E9,PC,0.6038426006085206
110,0.4267316997552947,0.5294117647058824,E10,PE9,0.6038426006085206
111,0.6038426006085206,0.47058823529411764,E10,PE9,0.6038426006085206
112,0.7462065729800312,-0.0,E10,PE9,0.6038426006085206
113,0.883915476054874,-0.0,E10,PE9,0.6038426006085206
114,0.6038426006085206,0.0,E10,K,0.6038426006085206
115,0.7462065729800312,-0.0,E10,K,0.6038426006085206
116,0.883915476054874,1.0,E10,K,0.6038426006085206
117,0.4267316997552947,-0.0,E10,T,0.6038426006085206
118,0.6038426006085206,0.09859154929577466,E10,T,0.6038426006085206
119,0.7462065729800312,0.11267605633802817,E10,T,0.6038426006085206
120,0.883915476054874,0.7887323943661972,E10,T,0.6038426006085206
121,0.4267316997552947,-0.0,E10,PC,0.6038426006085206
122,0.6038426006085206,0.0,E10,PC,0.6038426006085206
123,0.7462065729800312,1.0,E10,PC,0.6038426006085206
124,0.883915476054874,-0.0,E10,PC,0.6038426006085206
125,0.4267316997552947,0.24476650563607086,E12,PE12,0.6038426006085206
126,0.6038426006085206,0.21417069243156198,E12,PE12,0.6038426006085206
127,0.7462065729800312,0.5410628019323671,E12,PE12,0.6038426006085206
128,0.883915476054874,-0.0,E12,PE12,0.6038426006085206
129,0.6038426006085206,-2.220446049250313e-16,E12,K,0.6038426006085206
130,0.7462065729800312,0.35483870967741915,E12,K,0.6038426006085206
131,0.883915476054874,0.6451612903225803,E12,K,0.6038426006085206
132,0.4267316997552947,-0.0,E12,T,0.6038426006085206
133,0.6038426006085206,-1.1842378929335003e-16,E12,T,0.6038426006085206
134,0.7462065729800312,0.28571428571428575,E12,T,0.6038426006085206
135,0.883915476054874,0.7142857142857143,E12,T,0.6038426006085206
136,0.4267316997552947,-0.0,E12,PC,0.6038426006085206
137,0.6038426006085206,0.0,E12,PC,0.6038426006085206
138,0.7462065729800312,0.6046511627906977,E12,PC,0.6038426006085206
139,0.883915476054874,0.39534883720930236,E12,PC,0.6038426006085206
140,0.4267316997552947,-0.0,E13,KK,0.6038426006085206
141,0.6038426006085206,1.0,E13,KK,0.6038426006085206
142,0.7462065729800312,-0.0,E13,KK,0.6038426006085206
143,0.4267316997552947,0.339622641509434,E13,KKK,0.6038426006085206
144,0.6038426006085206,0.37735849056603776,E13,KKK,0.6038426006085206
145,0.7462065729800312,0.2830188679245283,E13,KKK,0.6038426006085206
146,0.883915476054874,-0.0,E13,KKK,0.6038426006085206
147,0.4267316997552947,0.3207920792079208,E13,KKKK,0.6038426006085206
148,0.6038426006085206,0.304950495049505,E13,KKKK,0.6038426006085206
149,0.7462065729800312,0.3742574257425743,E13,KKKK,0.6038426006085206
150,0.883915476054874,-0.0,E13,KKKK,0.6038426006085206
151,0.4267316997552947,0.2750723874703869,E13,PPPE13,0.6038426006085206
152,0.6038426006085206,0.3648328507501974,E13,PPPE13,0.6038426006085206
153,0.7462065729800312,0.36009476177941563,E13,PPPE13,0.6038426006085206
154,0.883915476054874,-0.0,E13,PPPE13,0.6038426006085206
155,0.4267316997552947,-0.0,E13,K,0.6038426006085206
156,0.6038426006085206,0.0,E13,K,0.6038426006085206
157,0.7462065729800312,1.0,E13,K,0.6038426006085206
158,0.883915476054874,-0.0,E13,K,0.6038426006085206
159,0.4267316997552947,-0.0,E13,TT,0.6038426006085206
160,0.6038426006085206,0.0,E13,TT,0.6038426006085206
161,0.7462065729800312,0.5128205128205129,E13,TT,0.6038426006085206
162,0.883915476054874,0.4871794871794872,E13,TT,0.6038426006085206
163,0.4267316997552947,0.22448979591836737,E13,PPE13,0.6038426006085206
164,0.6038426006085206,0.32653061224489793,E13,PPE13,0.6038426006085206
165,0.7462065729800312,0.1795918367346939,E13,PPE13,0.6038426006085206
166,0.883915476054874,0.2693877551020408,E13,PPE13,0.6038426006085206
167,0.4267316997552947,-0.0,E13,PCPC,0.6038426006085206
168,0.6038426006085206,0.07078039927404718,E13,PCPC,0.6038426006085206
169,0.7462065729800312,0.17422867513611615,E13,PCPC,0.6038426006085206
170,0.883915476054874,0.7549909255898366,E13,PCPC,0.6038426006085206
171,0.4267316997552947,-0.0,E13,PE13,0.6038426006085206
172,0.6038426006085206,0.0,E13,PE13,0.6038426006085206
173,0.7462065729800312,0.4444444444444444,E13,PE13,0.6038426006085206
174,0.883915476054874,0.5555555555555556,E13,PE13,0.6038426006085206
175,0.4267316997552947,0.28977272727272735,E13,TTT,0.6038426006085206
176,0.6038426006085206,0.4829545454545455,E13,TTT,0.6038426006085206
177,0.7462065729800312,0.2272727272727273,E13,TTT,0.6038426006085206
178,0.4267316997552947,-0.0,E13,T,0.6038426006085206
179,0.6038426006085206,0.0,E13,T,0.6038426006085206
180,0.7462065729800312,0.5,E13,T,0.6038426006085206
181,0.883915476054874,0.5,E13,T,0.6038426006085206
182,0.4267316997552947,0.4262295081967213,E13,PC,0.6038426006085206
183,0.6038426006085206,0.4262295081967213,E13,PC,0.6038426006085206
184,0.7462065729800312,0.14754098360655737,E13,PC,0.6038426006085206
185,0.883915476054874,-0.0,E13,PC,0.6038426006085206
186,0.4267316997552947,0.37209302325581395,E11,PE9,0.6038426006085206
187,0.6038426006085206,0.0,E11,PE9,0.6038426006085206
188,0.7462065729800312,0.627906976744186,E11,PE9,0.6038426006085206
189,0.883915476054874,-0.0,E11,PE9,0.6038426006085206
190,0.6038426006085206,0.0,E11,K,0.6038426006085206
191,0.7462065729800312,1.0,E11,K,0.6038426006085206
192,0.883915476054874,-0.0,E11,K,0.6038426006085206
193,0.4267316997552947,-0.0,E11,T,0.6038426006085206
194,0.6038426006085206,0.18181818181818185,E11,T,0.6038426006085206
195,0.7462065729800312,0.09090909090909091,E11,T,0.6038426006085206
196,0.883915476054874,0.7272727272727273,E11,T,0.6038426006085206
197,0.6038426006085206,0.1267605633802817,E11,PC,0.6038426006085206
198,0.7462065729800312,0.7605633802816901,E11,PC,0.6038426006085206
199,0.883915476054874,0.11267605633802817,E11,PC,0.6038426006085206
200,0.4267316997552947,0.375,E8,PE8,0.7462065729800312
201,0.6038426006085206,0.625,E8,PE8,0.7462065729800312
202,0.7462065729800312,0.0,E8,PE8,0.7462065729800312
203,0.4267316997552947,1.0,E8,K,0.7462065729800312
204,0.6038426006085206,0.0,E8,K,0.7462065729800312
205,0.7462065729800312,0.0,E8,K,0.7462065729800312
206,0.883915476054874,-0.0,E8,K,0.7462065729800312
207,0.6038426006085206,-0.0,E8,PC,0.7462065729800312
208,0.7462065729800312,1.0,E8,PC,0.7462065729800312
209,0.883915476054874,-0.0,E8,PC,0.7462065729800312
210,0.4267316997552947,-0.0,E9,PE9,0.7462065729800312
211,0.6038426006085206,0.6521739130434783,E9,PE9,0.7462065729800312
212,0.7462065729800312,0.34782608695652173,E9,PE9,0.7462065729800312
213,0.883915476054874,-0.0,E9,PE9,0.7462065729800312
214,0.6038426006085206,-0.0,E9,K,0.7462065729800312
215,0.7462065729800312,0.35294117647058826,E9,K,0.7462065729800312
216,0.883915476054874,0.6470588235294118,E9,K,0.7462065729800312
217,0.6038426006085206,-0.0,E9,T,0.7462065729800312
218,0.7462065729800312,0.23076923076923075,E9,T,0.7462065729800312
219,0.883915476054874,0.7692307692307692,E9,T,0.7462065729800312
220,0.6038426006085206,0.31034482758620696,E9,PC,0.7462065729800312
221,0.7462065729800312,0.6896551724137931,E9,PC,0.7462065729800312
222,0.883915476054874,-0.0,E9,PC,0.7462065729800312
223,0.4267316997552947,0.625,E10,PE9,0.7462065729800312
224,0.6038426006085206,0.375,E10,PE9,0.7462065729800312
225,0.7462065729800312,0.0,E10,PE9,0.7462065729800312
226,0.883915476054874,-0.0,E10,PE9,0.7462065729800312
227,0.6038426006085206,-0.0,E10,K,0.7462065729800312
228,0.7462065729800312,0.29999999999999993,E10,K,0.7462065729800312
229,0.883915476054874,0.7,E10,K,0.7462065729800312
230,0.4267316997552947,0.0,E10,T,0.7462065729800312
231,0.6038426006085206,-0.0,E10,T,0.7462065729800312
232,0.7462065729800312,1.0,E10,T,0.7462065729800312
233,0.883915476054874,-0.0,E10,T,0.7462065729800312
234,0.4267316997552947,-0.0,E10,PC,0.7462065729800312
235,0.6038426006085206,-0.0,E10,PC,0.7462065729800312
236,0.7462065729800312,0.6521739130434783,E10,PC,0.7462065729800312
237,0.883915476054874,0.34782608695652173,E10,PC,0.7462065729800312
238,0.4267316997552947,0.14634146341463414,E12,PE12,0.7462065729800312
239,0.6038426006085206,0.34146341463414637,E12,PE12,0.7462065729800312
240,0.7462065729800312,0.5121951219512195,E12,PE12,0.7462065729800312
241,0.883915476054874,-0.0,E12,PE12,0.7462065729800312
242,0.6038426006085206,-0.0,E12,K,0.7462065729800312
243,0.7462065729800312,0.3666666666666667,E12,K,0.7462065729800312
244,0.883915476054874,0.6333333333333333,E12,K,0.7462065729800312
245,0.4267316997552947,-0.0,E12,T,0.7462065729800312
246,0.6038426006085206,-0.0,E12,T,0.7462065729800312
247,0.7462065729800312,0.30107526881720426,E12,T,0.7462065729800312
248,0.883915476054874,0.6989247311827956,E12,T,0.7462065729800312
249,0.4267316997552947,-0.0,E12,PC,0.7462065729800312
250,0.6038426006085206,0.37956204379562036,E12,PC,0.7462065729800312
251,0.7462065729800312,0.47445255474452547,E12,PC,0.7462065729800312
252,0.883915476054874,0.14598540145985398,E12,PC,0.7462065729800312
253,0.4267316997552947,0.0,E13,KK,0.7462065729800312
254,0.6038426006085206,1.0,E13,KK,0.7462065729800312
255,0.7462065729800312,0.0,E13,KK,0.7462065729800312
256,0.4267316997552947,-0.0,E13,KKK,0.7462065729800312
257,0.6038426006085206,0.5957446808510638,E13,KKK,0.7462065729800312
258,0.7462065729800312,0.40425531914893614,E13,KKK,0.7462065729800312
259,0.883915476054874,-0.0,E13,KKK,0.7462065729800312
260,0.4267316997552947,0.2631578947368421,E13,KKKK,0.7462065729800312
261,0.6038426006085206,-0.0,E13,KKKK,0.7462065729800312
262,0.7462065729800312,0.7368421052631579,E13,KKKK,0.7462065729800312
263,0.883915476054874,-0.0,E13,KKKK,0.7462065729800312
264,0.4267316997552947,0.09174311926605504,E13,PPPE13,0.7462065729800312
265,0.6038426006085206,0.5779816513761468,E13,PPPE13,0.7462065729800312
266,0.7462065729800312,0.3302752293577982,E13,PPPE13,0.7462065729800312
267,0.883915476054874,-0.0,E13,PPPE13,0.7462065729800312
268,0.4267316997552947,-0.0,E13,K,0.7462065729800312
269,0.6038426006085206,0.3084745762711864,E13,K,0.7462065729800312
270,0.7462065729800312,0.4271186440677966,E13,K,0.7462065729800312
271,0.883915476054874,0.26440677966101694,E13,K,0.7462065729800312
272,0.4267316997552947,0.548780487804878,E13,TT,0.7462065729800312
273,0.6038426006085206,-0.0,E13,TT,0.7462065729800312
274,0.7462065729800312,0.1219512195121951,E13,TT,0.7462065729800312
275,0.883915476054874,0.3292682926829268,E13,TT,0.7462065729800312
276,0.4267316997552947,-0.0,E13,PPE13,0.7462065729800312
277,0.6038426006085206,0.4545454545454546,E13,PPE13,0.7462065729800312
278,0.7462065729800312,0.0,E13,PPE13,0.7462065729800312
279,0.883915476054874,0.5454545454545455,E13,PPE13,0.7462065729800312
280,0.4267316997552947,-0.0,E13,PCPC,0.7462065729800312
281,0.6038426006085206,0.34615384615384615,E13,PCPC,0.7462065729800312
282,0.7462065729800312,0.0,E13,PCPC,0.7462065729800312
283,0.883915476054874,0.6538461538461539,E13,PCPC,0.7462065729800312
284,0.4267316997552947,0.411764705882353,E13,PE13,0.7462065729800312
285,0.6038426006085206,-0.0,E13,PE13,0.7462065729800312
286,0.7462065729800312,0.17647058823529416,E13,PE13,0.7462065729800312
287,0.883915476054874,0.411764705882353,E13,PE13,0.7462065729800312
288,0.4267316997552947,0.42276422764227645,E13,TTT,0.7462065729800312
289,0.6038426006085206,0.2601626016260163,E13,TTT,0.7462065729800312
290,0.7462065729800312,0.3170731707317073,E13,TTT,0.7462065729800312
291,0.4267316997552947,0.16216216216216217,E13,T,0.7462065729800312
292,0.6038426006085206,-0.0,E13,T,0.7462065729800312
293,0.7462065729800312,0.43243243243243246,E13,T,0.7462065729800312
294,0.883915476054874,0.4054054054054054,E13,T,0.7462065729800312
295,0.4267316997552947,-0.0,E13,PC,0.7462065729800312
296,0.6038426006085206,0.1978891820580475,E13,PC,0.7462065729800312
297,0.7462065729800312,0.16886543535620055,E13,PC,0.7462065729800312
298,0.883915476054874,0.633245382585752,E13,PC,0.7462065729800312
299,0.4267316997552947,0.37837837837837834,E11,PE9,0.7462065729800312
300,0.6038426006085206,0.37837837837837834,E11,PE9,0.7462065729800312
301,0.7462065729800312,0.24324324324324326,E11,PE9,0.7462065729800312
302,0.883915476054874,-0.0,E11,PE9,0.7462065729800312
303,0.6038426006085206,-0.0,E11,K,0.7462065729800312
304,0.7462065729800312,0.6521739130434783,E11,K,0.7462065729800312
305,0.883915476054874,0.34782608695652173,E11,K,0.7462065729800312
306,0.4267316997552947,-0.0,E11,T,0.7462065729800312
307,0.6038426006085206,1.0,E11,T,0.7462065729800312
308,0.7462065729800312,0.0,E11,T,0.7462065729800312
309,0.883915476054874,-0.0,E11,T,0.7462065729800312
310,0.6038426006085206,-0.0,E11,PC,0.7462065729800312
311,0.7462065729800312,0.8653846153846155,E11,PC,0.7462065729800312
312,0.883915476054874,0.13461538461538464,E11,PC,0.7462065729800312
313,0.4267316997552947,0.0,E8,K,0.883915476054874
314,0.6038426006085206,0.0,E8,K,0.883915476054874
315,0.7462065729800312,1.0,E8,K,0.883915476054874
316,0.883915476054874,0.0,E8,K,0.883915476054874
317,0.4267316997552947,-0.0,E9,PE9,0.883915476054874
318,0.6038426006085206,-0.0,E9,PE9,0.883915476054874
319,0.7462065729800312,1.0,E9,PE9,0.883915476054874
320,0.883915476054874,0.0,E9,PE9,0.883915476054874
321,0.4267316997552947,0.0,E10,PE9,0.883915476054874
322,0.6038426006085206,1.0,E10,PE9,0.883915476054874
323,0.7462065729800312,0.0,E10,PE9,0.883915476054874
324,0.883915476054874,0.0,E10,PE9,0.883915476054874
325,0.6038426006085206,-0.0,E10,K,0.883915476054874
326,0.7462065729800312,-0.0,E10,K,0.883915476054874
327,0.883915476054874,1.0,E10,K,0.883915476054874
328,0.4267316997552947,-0.0,E10,PC,0.883915476054874
329,0.6038426006085206,-0.0,E10,PC,0.883915476054874
330,0.7462065729800312,1.0,E10,PC,0.883915476054874
331,0.883915476054874,0.0,E10,PC,0.883915476054874
332,0.6038426006085206,-0.0,E12,K,0.883915476054874
333,0.7462065729800312,-0.0,E12,K,0.883915476054874
334,0.883915476054874,1.0,E12,K,0.883915476054874
335,0.4267316997552947,-0.0,E12,T,0.883915476054874
336,0.6038426006085206,-0.0,E12,T,0.883915476054874
337,0.7462065729800312,0.15662650602409642,E12,T,0.883915476054874
338,0.883915476054874,0.8433734939759037,E12,T,0.883915476054874
339,0.4267316997552947,-0.0,E12,PC,0.883915476054874
340,0.6038426006085206,0.6794338051623647,E12,PC,0.883915476054874
341,0.7462065729800312,0.24979184013322234,E12,PC,0.883915476054874
342,0.883915476054874,0.07077435470441298,E12,PC,0.883915476054874
343,0.4267316997552947,1.0,E13,KKK,0.883915476054874
344,0.6038426006085206,0.0,E13,KKK,0.883915476054874
345,0.7462065729800312,0.0,E13,KKK,0.883915476054874
346,0.883915476054874,0.0,E13,KKK,0.883915476054874
347,0.4267316997552947,1.0,E13,KKKK,0.883915476054874
348,0.6038426006085206,0.0,E13,KKKK,0.883915476054874
349,0.7462065729800312,0.0,E13,KKKK,0.883915476054874
350,0.883915476054874,0.0,E13,KKKK,0.883915476054874
351,0.4267316997552947,0.0,E13,PPPE13,0.883915476054874
352,0.6038426006085206,0.0,E13,PPPE13,0.883915476054874
353,0.7462065729800312,1.0,E13,PPPE13,0.883915476054874
354,0.883915476054874,0.0,E13,PPPE13,0.883915476054874
355,0.4267316997552947,-0.0,E13,K,0.883915476054874
356,0.6038426006085206,-0.0,E13,K,0.883915476054874
357,0.7462065729800312,0.30769230769230765,E13,K,0.883915476054874
358,0.883915476054874,0.6923076923076923,E13,K,0.883915476054874
359,0.4267316997552947,-0.0,E13,TT,0.883915476054874
360,0.6038426006085206,-0.0,E13,TT,0.883915476054874
361,0.7462065729800312,0.3333333333333333,E13,TT,0.883915476054874
362,0.883915476054874,0.6666666666666666,E13,TT,0.883915476054874
363,0.4267316997552947,-0.0,E13,PPE13,0.883915476054874
364,0.6038426006085206,0.08755760368663595,E13,PPE13,0.883915476054874
365,0.7462065729800312,0.5253456221198156,E13,PPE13,0.883915476054874
366,0.883915476054874,0.3870967741935484,E13,PPE13,0.883915476054874
367,0.4267316997552947,-0.0,E13,PCPC,0.883915476054874
368,0.6038426006085206,0.48484848484848486,E13,PCPC,0.883915476054874
369,0.7462065729800312,-0.0,E13,PCPC,0.883915476054874
370,0.883915476054874,0.5151515151515151,E13,PCPC,0.883915476054874
371,0.4267316997552947,-0.0,E13,PE13,0.883915476054874
372,0.6038426006085206,0.26785714285714285,E13,PE13,0.883915476054874
373,0.7462065729800312,0.19642857142857145,E13,PE13,0.883915476054874
374,0.883915476054874,0.5357142857142857,E13,PE13,0.883915476054874
375,0.4267316997552947,-0.0,E13,T,0.883915476054874
376,0.6038426006085206,0.30434782608695654,E13,T,0.883915476054874
377,0.7462065729800312,-0.0,E13,T,0.883915476054874
378,0.883915476054874,0.6956521739130435,E13,T,0.883915476054874
379,0.4267316997552947,-0.0,E13,PC,0.883915476054874
380,0.6038426006085206,-0.0,E13,PC,0.883915476054874
381,0.7462065729800312,-0.0,E13,PC,0.883915476054874
382,0.883915476054874,1.0,E13,PC,0.883915476054874
383,0.6038426006085206,-0.0,E11,K,0.883915476054874
384,0.7462065729800312,1.0,E11,K,0.883915476054874
385,0.883915476054874,0.0,E11,K,0.883915476054874
386,0.4267316997552947,-0.0,E11,T,0.883915476054874
387,0.6038426006085206,1.0,E11,T,0.883915476054874
388,0.7462065729800312,0.0,E11,T,0.883915476054874
389,0.883915476054874,0.0,E11,T,0.883915476054874
390,0.6038426006085206,-0.0,E11,PC,0.883915476054874
391,0.7462065729800312,0.6000000000000001,E11,PC,0.883915476054874
392,0.883915476054874,0.4,E11,PC,0.883915476054874
